date,open_price,high_price,low_price,close_price,volume_price,adjclose_price
2015-10-23,47,47,45,45,2302100,34
2015-10-22,46,47,45,46,1565500,35
2015-10-21,45,46,45,46,1157900,35
2015-10-20,44,45,44,45,1536200,34
2015-10-19,44,44,44,44,761600,34
2015-10-16,44,44,43,44,898500,33
2015-10-15,43,43,42,43,880500,33
2015-10-14,43,43,42,43,756900,32
2015-10-13,43,44,43,43,810500,33
2015-10-12,44,44,43,43,747900,33
2015-10-09,43,44,43,44,956200,33
2015-10-08,43,44,43,43,1134100,33
2015-10-07,43,43,42,43,1225400,33
2015-10-06,42,43,42,43,1879500,33
2015-10-05,41,42,41,42,1917900,32
2015-10-02,40,41,40,41,1491600,31
2015-10-01,41,41,39,40,1958400,30
2015-09-30,41,41,40,41,1716600,31
2015-09-29,40,40,39,40,2108000,30
2015-09-28,40,41,39,40,1713200,30
2015-09-25,41,41,40,41,1665700,31
2015-09-24,40,41,40,41,1364200,31
2015-09-23,41,41,40,41,785200,31
2015-09-22,41,41,41,41,1000700,31
2015-09-21,42,42,41,41,1655000,31
2015-09-18,43,43,42,42,2062600,32
2015-09-17,43,44,42,43,1699100,33
2015-09-16,42,44,42,43,1539800,33
2015-09-15,43,43,42,43,1124600,32
2015-09-14,42,43,42,43,1409700,32
2015-09-11,42,42,41,42,1515400,32
2015-09-10,41,42,41,42,1433300,32
2015-09-09,42,42,41,41,1468700,31
2015-09-08,41,41,40,41,2177000,31
2015-09-04,41,41,40,41,1531900,31
2015-09-03,42,42,41,41,2093200,31
2015-09-02,41,42,41,41,2536900,31
2015-09-01,41,42,40,41,2338600,31
2015-08-31,42,42,41,42,2465300,32
2015-08-28,44,44,41,42,8430500,32
2015-08-27,46,47,45,46,2919900,34
2015-08-26,44,45,44,45,3783600,34
2015-08-25,44,44,43,43,4730100,33
2015-08-24,41,44,38,42,2312700,32
2015-08-21,44,46,44,44,2025200,33
2015-08-20,45,46,45,45,1508000,34
2015-08-19,46,47,45,46,1754000,35
2015-08-18,47,47,46,46,1619000,35
2015-08-17,47,47,46,46,1085600,35
2015-08-14,46,47,46,47,2436900,35
2015-08-13,45,46,45,46,1101600,34
2015-08-12,45,45,44,45,1276100,34
2015-08-11,45,45,45,45,1247200,34
2015-08-10,45,46,45,45,1216200,34
2015-08-07,45,45,44,45,947100,34
2015-08-06,46,46,44,45,1111700,34
2015-08-05,45,46,45,46,1241900,35
2015-08-04,44,45,44,45,1803100,34
2015-08-03,45,46,44,44,1205300,34
2015-07-31,46,46,45,45,1095800,34
2015-07-30,45,46,45,46,933600,34
2015-07-29,45,45,45,45,1001200,34
2015-07-28,45,45,44,45,1232400,34
2015-07-27,45,45,44,45,1573800,34
2015-07-24,47,47,45,45,2030700,34
2015-07-23,47,47,46,46,962300,35
2015-07-22,46,47,46,47,1626700,35
2015-07-21,46,46,46,46,1276500,35
2015-07-20,46,46,46,46,1318300,35
2015-07-17,47,47,46,46,1329300,35
2015-07-16,46,47,46,47,2613000,35
2015-07-15,46,47,46,46,1345800,35
2015-07-14,47,47,46,46,2652700,35
2015-07-13,47,47,46,47,1651800,35
2015-07-10,47,47,46,46,1491500,35
2015-07-09,46,47,45,46,2715600,35
2015-07-08,45,46,45,45,2448000,34
2015-07-07,44,46,44,46,2409700,34
2015-07-06,43,44,42,44,1506700,33
2015-07-02,43,44,43,43,1204600,32
2015-07-01,43,44,43,44,1731400,33
2015-06-30,43,43,42,42,1117700,32
2015-06-29,43,43,42,42,1114700,32
2015-06-26,43,44,43,44,1900900,33
2015-06-25,44,44,43,43,1617100,33
2015-06-24,44,45,44,44,2421900,33
2015-06-23,44,44,43,44,1758500,33
2015-06-22,43,44,43,43,2540900,33
2015-06-19,43,43,43,43,2339300,32
2015-06-18,43,43,42,43,2020800,32
2015-06-17,42,43,42,43,2165300,32
2015-06-16,42,42,41,42,1383000,32
2015-06-15,42,43,42,42,1859200,32
2015-06-12,42,43,42,42,1334700,32
2015-06-11,43,43,42,43,1807900,32
2015-06-10,43,43,42,42,1784700,32
2015-06-09,43,43,42,42,1284200,32
2015-06-08,44,44,43,43,1477000,32
2015-06-05,44,44,43,44,1492500,33
2015-06-04,44,44,43,44,1868000,33
2015-06-03,43,44,43,43,1990300,32
2015-06-02,43,44,42,43,2307500,33
2015-06-01,43,44,42,43,3292800,32
2015-05-29,43,44,43,43,8682800,32
2015-05-28,39,41,39,40,3858200,30
2015-05-27,40,40,39,39,1799700,29
2015-05-26,40,40,39,40,1237100,30
2015-05-22,40,40,40,40,1139100,30
2015-05-21,40,40,40,40,1287000,30
2015-05-20,40,40,39,40,1006500,30
2015-05-19,40,40,40,40,1001900,30
2015-05-18,40,40,39,40,1159700,30
2015-05-15,39,40,39,40,1386700,30
2015-05-14,39,39,38,39,747200,29
2015-05-13,39,39,38,39,1569800,29
2015-05-12,39,39,39,39,1333600,29
2015-05-11,40,40,39,39,1018900,29
2015-05-08,39,40,39,40,1055500,30
2015-05-07,39,39,38,39,1705100,29
2015-05-06,39,39,38,39,1451900,29
2015-05-05,39,40,39,40,1096900,30
2015-05-04,39,40,39,40,878000,30
2015-05-01,38,39,38,39,769800,29
2015-04-30,39,39,38,38,1135700,28
2015-04-29,40,40,39,39,1246300,29
2015-04-28,40,40,39,40,947800,30
2015-04-27,40,41,40,40,1048800,30
2015-04-24,40,40,40,40,871800,30
2015-04-23,40,40,40,40,866600,30
2015-04-22,40,40,39,40,976100,30
2015-04-21,40,40,39,40,1377000,30
2015-04-20,39,40,39,40,1309600,30
2015-04-17,40,40,39,39,1562100,29
2015-04-16,40,41,40,40,1457200,30
2015-04-15,40,40,39,40,2297100,30
2015-04-14,40,40,39,40,1497600,30
2015-04-13,40,40,39,40,1843900,30
2015-04-10,40,40,39,40,1269000,30
2015-04-09,38,40,38,39,1911600,30
2015-04-08,37,38,37,38,1649200,29
2015-04-07,38,38,37,37,1332100,28
2015-04-06,38,38,37,38,1483900,28
2015-04-02,38,38,37,38,1172600,28
2015-04-01,37,38,37,37,2464900,28
2015-03-31,37,38,37,37,2114700,28
2015-03-30,38,38,37,37,2990100,28
2015-03-27,37,38,37,38,5495800,28
2015-03-26,39,39,38,38,4853500,29
2015-03-25,40,41,39,39,2071300,29
2015-03-24,41,41,40,40,2578000,30
2015-03-23,41,41,40,41,1753400,31
2015-03-20,40,41,40,40,2407300,30
2015-03-19,41,41,40,40,897100,30
2015-03-18,40,41,40,41,1115800,30
2015-03-17,41,41,40,40,877000,30
2015-03-16,40,41,40,41,1055300,30
2015-03-13,40,40,39,40,1791600,30
2015-03-12,39,40,39,39,1132900,29
2015-03-11,41,42,39,39,1909100,29
2015-03-10,40,41,40,40,1493100,30
2015-03-09,40,41,39,40,1538100,30
2015-03-06,39,40,39,40,1185500,29
2015-03-05,39,40,39,40,1214300,29
2015-03-04,39,40,38,40,2094800,29
2015-03-03,38,39,38,38,1177400,28
2015-03-02,36,38,36,38,2397500,28
2015-02-27,37,37,36,36,1462700,27
2015-02-26,37,37,36,37,1139800,27
2015-02-25,37,37,36,37,1018500,27
2015-02-24,37,37,36,37,751800,27
2015-02-23,37,37,37,37,1150400,27
2015-02-20,37,38,37,37,1295900,27
2015-02-19,37,37,37,37,774000,27
2015-02-18,36,37,36,37,1049900,27
2015-02-17,37,38,36,37,1355100,27
2015-02-13,37,37,36,37,1664700,27
2015-02-12,37,37,37,37,1230900,27
2015-02-11,38,38,37,37,1479800,27
2015-02-10,37,38,37,38,2434400,28
2015-02-09,36,37,36,37,1556500,27
2015-02-06,36,37,36,36,1482300,27
2015-02-05,36,37,36,36,1363100,27
2015-02-04,37,37,35,36,2038100,27
2015-02-03,36,37,36,37,1461600,27
2015-02-02,35,36,34,36,2426300,27
2015-01-30,35,36,35,35,3034800,26
2015-01-29,37,37,35,36,3390600,26
2015-01-28,38,39,37,37,2752300,27
2015-01-27,38,39,37,38,2007000,28
2015-01-26,37,38,37,38,2426500,28
2015-01-23,36,37,36,37,1800500,27
2015-01-22,37,37,36,37,2155300,27
2015-01-21,35,37,35,36,2965600,27
2015-01-20,36,36,35,36,4536600,26
2015-01-16,35,36,34,36,4256800,27
2015-01-15,36,36,34,34,5139200,25
2015-01-14,37,37,35,36,7436600,26
2015-01-13,34,35,32,32,2932300,24
2015-01-12,32,33,31,33,3620500,25
2015-01-09,33,33,32,32,4074900,24
2015-01-08,33,34,33,33,4547400,25
2015-01-07,34,34,32,33,2558300,24
2015-01-06,35,36,33,33,4885100,25
2015-01-05,33,34,33,34,4934900,25
2015-01-02,34,34,33,33,1612700,25
2014-12-31,34,34,33,33,1614800,25
2014-12-30,33,34,33,33,2134100,25
2014-12-29,33,33,32,33,2399900,25
2014-12-26,33,34,33,33,3849400,25
2014-12-24,34,34,33,33,2749600,24
2014-12-23,34,35,34,34,3803100,25
2014-12-22,36,36,33,34,5196200,25
2014-12-19,33,34,32,34,4583300,25
2014-12-18,33,33,32,33,3397200,24
2014-12-17,32,32,31,32,3610600,24
2014-12-16,32,33,31,31,4421400,23
2014-12-15,32,33,32,32,4490600,24
2014-12-12,33,34,32,32,5911900,24
2014-12-11,33,34,33,33,5028000,25
2014-12-10,34,34,33,33,5343500,24
2014-12-09,34,35,34,35,5112100,26
2014-12-08,37,37,34,35,4520700,26
2014-12-05,37,37,36,37,2817300,27
2014-12-04,36,37,36,37,3148900,27
2014-12-03,35,36,35,36,4531800,27
2014-12-02,36,36,35,35,3673100,26
2014-12-01,37,37,35,35,6784300,26
2014-11-28,37,37,37,37,1920400,28
2014-11-26,37,37,37,37,2570000,27
2014-11-25,38,38,37,37,5171800,27
2014-11-24,37,38,36,37,7868200,28
2014-11-21,39,39,37,37,18761100,28
2014-11-20,44,44,43,43,5961500,32
2014-11-19,44,44,43,43,3782100,32
2014-11-18,44,44,43,44,2006100,32
2014-11-17,44,44,43,44,2020700,32
2014-11-14,43,44,42,44,2790300,32
2014-11-13,44,44,43,44,3045100,32
2014-11-12,42,43,42,43,2285800,32
2014-11-11,42,43,42,42,1797500,31
2014-11-10,43,44,42,42,3847900,31
2014-11-07,44,44,43,43,2354100,32
2014-11-06,43,44,43,44,3184900,33
2014-11-05,43,43,42,43,1385000,31
2014-11-04,42,42,42,42,1477400,31
2014-11-03,42,43,42,42,1508400,31
2014-10-31,42,43,42,42,2996300,31
2014-10-30,41,42,41,42,1483700,31
2014-10-29,41,41,40,41,1518100,30
2014-10-28,41,41,39,41,4116200,30
2014-10-27,42,42,41,41,2074300,30
2014-10-24,41,42,41,42,1898200,31
2014-10-23,40,41,40,41,1419700,30
2014-10-22,40,41,40,40,1655300,29
2014-10-21,40,41,40,40,2467100,30
2014-10-20,39,41,39,40,3004500,30
2014-10-17,39,40,39,39,4078600,29
2014-10-16,37,40,37,39,3861900,28
2014-10-15,36,38,35,38,3705700,28
2014-10-14,37,37,36,37,3018800,27
2014-10-13,38,38,37,37,2457800,27
2014-10-10,38,39,38,38,3107800,28
2014-10-09,39,39,38,38,2375600,28
2014-10-08,39,39,38,39,2645400,29
2014-10-07,39,40,39,39,2526600,28
2014-10-06,40,40,39,39,2483600,29
2014-10-03,41,41,40,40,1854100,29
2014-10-02,40,41,39,40,2509500,30
2014-10-01,41,41,40,40,2326400,29
2014-09-30,42,42,41,41,2084000,30
2014-09-29,41,42,41,42,1350000,31
2014-09-26,42,42,41,42,1597800,31
2014-09-25,43,43,42,42,2076000,31
2014-09-24,42,43,42,43,2118700,31
2014-09-23,43,43,42,42,1320000,31
2014-09-22,43,43,43,43,1320300,32
2014-09-19,44,44,43,43,2494600,32
2014-09-18,44,44,43,44,1859600,32
2014-09-17,44,44,43,44,2246900,32
2014-09-16,43,45,43,44,2744800,33
2014-09-15,43,43,43,43,1180600,32
2014-09-12,44,44,43,43,1705400,32
2014-09-11,43,43,42,43,1941900,32
2014-09-10,43,43,42,43,2247600,31
2014-09-09,44,44,43,43,2607100,31
2014-09-08,45,45,44,44,1992500,32
2014-09-05,44,45,43,45,2771200,33
2014-09-04,43,44,43,44,2270300,32
2014-09-03,44,44,43,43,1673900,32
2014-09-02,42,43,42,43,3073200,32
2014-08-29,42,42,42,42,1811600,31
2014-08-28,42,43,42,43,1807900,31
2014-08-27,42,43,42,42,1102800,31
2014-08-26,42,42,41,42,2403700,31
2014-08-25,43,43,41,42,3461100,31
2014-08-22,43,44,42,42,8578300,31
2014-08-21,41,41,40,40,4969000,29
2014-08-20,40,41,40,41,2297000,30
2014-08-19,40,41,40,40,2092000,29
2014-08-18,40,40,39,40,2660200,29
2014-08-15,41,41,39,39,4259100,29
2014-08-14,41,41,40,41,2229400,30
2014-08-13,41,41,40,41,1388500,30
2014-08-12,41,41,40,40,1688600,30
2014-08-11,40,41,40,41,1496000,30
2014-08-08,40,40,40,40,1766300,29
2014-08-07,41,41,40,40,1210500,29
2014-08-06,41,41,40,41,1610900,30
2014-08-05,41,42,41,41,1725800,30
2014-08-04,41,42,41,41,2733500,30
2014-08-01,41,42,41,41,2468000,30
2014-07-31,42,43,41,41,2275700,30
2014-07-30,43,44,43,43,5399000,31
2014-07-29,46,46,41,43,12551200,31
2014-07-28,45,46,45,46,1637900,33
2014-07-25,45,46,45,45,1493200,33
2014-07-24,44,46,44,46,4265400,33
2014-07-23,44,45,44,44,4048100,32
2014-07-22,42,44,42,44,2727400,32
2014-07-21,42,43,42,42,2729800,31
2014-07-18,41,43,41,42,3991300,31
2014-07-17,41,42,41,41,2281000,30
2014-07-16,41,41,41,41,1419400,30
2014-07-15,41,41,40,41,1785500,30
2014-07-14,41,42,41,41,1381400,30
2014-07-11,41,41,40,41,1802600,30
2014-07-10,41,42,40,41,2063300,30
2014-07-09,41,42,41,41,2651600,30
2014-07-08,41,41,41,41,2582500,30
2014-07-07,41,41,41,41,1403500,30
2014-07-03,40,41,40,41,1158100,30
2014-07-02,40,41,40,40,1723800,29
2014-07-01,40,40,40,40,1607900,29
2014-06-30,40,40,40,40,1504400,29
2014-06-27,40,40,40,40,2924600,29
2014-06-26,40,40,39,40,1908900,29
2014-06-25,40,40,39,40,2058700,29
2014-06-24,40,40,40,40,1924800,29
2014-06-23,40,40,39,40,1612000,29
2014-06-20,40,40,39,40,2928700,29
2014-06-19,40,40,39,39,2341200,29
2014-06-18,40,40,39,40,2838400,29
2014-06-17,38,40,38,40,5057100,29
2014-06-16,36,37,36,37,1818400,27
2014-06-13,36,37,36,36,1865100,27
2014-06-12,37,37,36,36,2622400,26
2014-06-11,37,39,37,37,3399200,27
2014-06-10,36,37,36,37,2073300,27
2014-06-09,37,37,36,36,1918500,26
2014-06-06,36,37,36,37,1827000,27
2014-06-05,37,37,36,36,1645100,26
2014-06-04,36,37,36,37,1901600,27
2014-06-03,36,36,35,36,2880400,26
2014-06-02,37,37,36,36,2237300,26
2014-05-30,38,38,37,37,2408900,27
2014-05-29,38,38,37,38,2464800,27
2014-05-28,37,38,36,38,2754600,27
2014-05-27,38,39,37,37,3126100,27
2014-05-23,38,39,38,38,6017900,27
2014-05-22,36,37,36,36,4084800,26
2014-05-21,36,37,36,36,2668700,26
2014-05-20,36,37,36,36,3413300,26
2014-05-19,36,37,35,36,3666100,26
2014-05-16,35,36,35,36,1944400,26
2014-05-15,36,36,35,35,2407400,26
2014-05-14,37,37,36,36,2178600,26
2014-05-13,36,38,36,37,2586600,27
2014-05-12,36,37,36,36,1940200,26
2014-05-09,36,36,35,36,1754100,26
2014-05-08,35,36,35,36,2888800,26
2014-05-07,37,38,35,35,5540600,26
2014-05-06,38,38,37,37,2423000,27
2014-05-05,39,39,38,38,2965400,27
2014-05-02,39,40,39,39,1880700,29
2014-05-01,39,40,39,39,2235500,28
2014-04-30,40,40,39,39,2011200,28
2014-04-29,40,40,39,40,1906000,29
2014-04-28,39,40,39,40,1784800,29
2014-04-25,39,39,38,39,1645300,28
2014-04-24,40,40,39,40,2244200,29
2014-04-23,42,42,39,39,3673200,28
2014-04-22,40,42,40,42,2894900,30
2014-04-21,41,41,40,40,1855300,29
2014-04-17,40,41,40,41,2411000,30
2014-04-16,41,42,40,40,2063000,29
2014-04-15,41,41,40,41,3537200,30
2014-04-14,40,41,40,41,3352200,29
2014-04-11,40,41,40,40,3316100,29
2014-04-10,43,43,41,41,5782600,29
2014-04-09,43,43,42,43,3380700,31
2014-04-08,43,44,43,43,3902400,31
2014-04-07,42,43,42,43,4148100,31
2014-04-04,45,45,42,42,6783500,31
2014-04-03,43,44,43,44,5369000,32
2014-04-02,42,43,42,43,4521400,31
2014-04-01,41,42,40,42,4272100,30
2014-03-31,40,41,40,41,4136000,29
2014-03-28,37,40,37,40,7309300,29
2014-03-27,37,37,35,37,10618300,27
2014-03-26,38,39,38,38,5638400,28
2014-03-25,38,38,37,37,3174600,27
2014-03-24,37,38,37,38,3237000,27
2014-03-21,38,38,37,37,2940000,27
2014-03-20,37,38,37,38,2245000,27
2014-03-19,38,38,37,37,2920200,27
2014-03-18,37,38,37,38,7652500,27
2014-03-17,39,39,38,39,2837200,28
2014-03-14,36,39,36,38,4182100,28
2014-03-13,38,38,37,37,3160300,26
2014-03-12,37,38,37,38,2239800,27
2014-03-11,38,38,38,38,2209800,27
2014-03-10,38,38,38,38,2375500,27
2014-03-07,38,39,38,38,2026600,27
2014-03-06,38,39,38,38,2958200,27
2014-03-05,37,38,37,38,3932800,27
2014-03-04,37,37,37,37,1533300,26
2014-03-03,37,37,36,37,1733300,26
2014-02-28,37,37,36,37,2142800,26
2014-02-27,37,37,36,37,2868700,26
2014-02-26,38,38,37,38,3448600,27
2014-02-25,36,39,36,38,6983900,27
2014-02-24,35,36,35,36,2835200,25
2014-02-21,35,35,35,35,2697900,25
2014-02-20,35,35,35,35,2243200,25
2014-02-19,36,36,35,35,3576700,25
2014-02-18,35,36,35,36,2683500,26
2014-02-14,35,35,35,35,3268100,25
2014-02-13,36,36,35,35,3880800,25
2014-02-12,35,36,35,36,3489700,26
2014-02-11,36,36,35,35,5957800,25
2014-02-10,35,36,35,36,4432400,26
2014-02-07,35,35,35,35,3383500,25
2014-02-06,34,35,34,35,2628600,25
2014-02-05,33,35,33,34,4448700,25
2014-02-04,33,34,33,33,5697500,24
2014-02-03,34,35,33,33,6572500,24
2014-01-31,35,35,34,35,4258800,25
2014-01-30,35,35,34,35,4227700,25
2014-01-29,35,36,35,35,4778000,25
2014-01-28,37,37,35,36,4541300,25
2014-01-27,36,37,36,37,3868100,26
2014-01-24,37,37,36,36,5380600,26
2014-01-23,39,39,37,38,4987300,27
2014-01-22,38,39,38,39,3825800,28
2014-01-21,38,39,38,38,6210800,27
2014-01-17,37,38,36,37,6465800,27
2014-01-16,36,38,36,37,8615900,27
2014-01-15,36,37,36,36,8425600,26
2014-01-14,38,39,36,36,23506700,26
2014-01-13,45,45,45,45,4286500,32
2014-01-10,44,45,44,45,2217500,32
2014-01-09,45,45,44,44,3971800,32
2014-01-08,43,45,43,45,7475200,32
2014-01-07,48,49,43,44,15056000,31
2014-01-06,49,49,47,48,2898900,34
2014-01-03,49,50,49,49,1317800,35
2014-01-02,49,49,48,49,2834300,35
2013-12-31,49,49,49,49,1746100,35
2013-12-30,48,49,48,49,1972100,35
2013-12-27,50,50,48,49,2107200,35
2013-12-26,51,51,50,50,1518800,36
2013-12-24,50,51,50,50,1150800,36
2013-12-23,49,50,49,50,1844000,36
2013-12-20,49,50,49,49,2871000,35
2013-12-19,49,50,49,49,2319600,35
2013-12-18,49,50,48,49,3535500,35
2013-12-17,48,49,47,48,2898700,35
2013-12-16,47,48,47,48,3512900,34
2013-12-13,46,47,46,47,4803900,34
2013-12-12,45,46,45,45,2967500,32
2013-12-11,45,46,45,45,2968200,32
2013-12-10,45,45,45,45,3399500,32
2013-12-09,45,46,45,45,4411400,32
2013-12-06,45,46,44,45,3945200,32
2013-12-05,45,46,45,45,4486300,32
2013-12-04,46,46,45,45,4598400,32
2013-12-03,46,46,44,45,8215700,33
2013-12-02,48,48,46,46,4198500,33
2013-11-29,48,48,47,48,2295200,34
2013-11-27,48,48,47,47,3574700,34
2013-11-26,48,49,48,48,4534300,34
2013-11-25,50,50,48,48,5503500,35
2013-11-22,49,50,48,49,5238800,35
2013-11-21,50,50,46,48,14606000,34
2013-11-20,53,53,51,52,4136400,37
2013-11-19,55,55,52,53,3104800,38
2013-11-18,57,57,54,55,2642600,39
2013-11-15,57,57,55,56,2877400,40
2013-11-14,57,57,56,57,1704000,41
2013-11-13,56,57,56,57,1760400,41
2013-11-12,55,57,55,56,2349700,40
2013-11-11,55,55,54,55,1503500,39
2013-11-08,53,55,53,55,1497400,39
2013-11-07,55,56,53,53,2452900,38
2013-11-06,56,57,55,56,1736400,40
2013-11-05,55,56,54,56,2740700,40
2013-11-04,55,55,54,55,1427400,39
2013-11-01,55,55,54,55,2338900,39
2013-10-31,55,55,54,54,1757700,39
2013-10-30,55,56,54,55,1447000,39
2013-10-29,54,55,52,55,1904400,39
2013-10-28,54,55,54,54,1199900,38
2013-10-25,54,55,54,54,919100,39
2013-10-24,54,55,54,54,1149800,39
2013-10-23,54,54,53,54,1349000,39
2013-10-22,54,55,54,54,1886900,39
2013-10-21,54,54,53,54,1695900,39
2013-10-18,53,54,52,53,1676400,38
2013-10-17,51,52,51,52,1711800,37
2013-10-16,51,51,51,51,1885700,37
2013-10-15,51,52,51,51,1831100,36
2013-10-14,51,51,50,51,1240000,37
2013-10-11,51,52,51,51,1561000,36
2013-10-10,50,52,50,51,3179800,37
2013-10-09,49,50,48,50,1533200,35
2013-10-08,49,50,48,49,1784600,35
2013-10-07,50,50,49,49,1189000,35
2013-10-04,49,50,49,50,1276700,36
2013-10-03,50,50,47,49,1474800,35
2013-10-02,50,50,49,50,1489900,36
2013-10-01,49,51,49,51,2701100,36
2013-09-30,49,49,49,49,1872300,35
2013-09-27,50,50,49,49,1318800,35
2013-09-26,50,51,49,50,1253800,36
2013-09-25,51,51,50,50,1633000,36
2013-09-24,49,51,49,51,1915500,36
2013-09-23,49,50,48,49,2113100,35
2013-09-20,51,51,49,49,3692300,35
2013-09-19,52,52,51,51,1382300,37
2013-09-18,52,52,50,51,2210600,36
2013-09-17,52,53,51,52,2122100,37
2013-09-16,52,53,52,52,1762500,37
2013-09-13,49,52,49,52,2895000,37
2013-09-12,49,49,48,49,1195800,35
2013-09-11,50,50,49,49,1337500,35
2013-09-10,50,50,50,50,1126400,36
2013-09-09,50,50,49,50,1750900,35
2013-09-06,51,51,49,49,1826200,35
2013-09-05,49,51,49,51,1578300,36
2013-09-04,49,50,49,49,1752400,35
2013-09-03,50,51,49,49,1436300,35
2013-08-30,51,51,49,50,2029700,35
2013-08-29,49,51,49,50,1425500,36
2013-08-28,49,50,49,49,2247600,35
2013-08-27,52,52,49,49,2546300,35
2013-08-26,51,53,51,52,2279400,37
2013-08-23,52,52,50,51,2365300,36
2013-08-22,53,56,51,51,10136900,36
2013-08-21,48,48,47,47,1659000,33
2013-08-20,48,48,47,48,1956500,34
2013-08-19,47,48,47,47,1721400,33
2013-08-16,47,48,47,47,1574800,33
2013-08-15,48,48,47,47,1259700,33
2013-08-14,49,49,48,48,1277000,34
2013-08-13,49,49,48,49,1571900,35
2013-08-12,48,49,48,49,1404900,35
2013-08-09,48,49,48,48,1726500,34
2013-08-08,47,48,47,48,2783300,34
2013-08-07,48,48,47,47,3690400,34
2013-08-06,50,50,48,48,3646600,34
2013-08-05,50,51,49,50,2730100,35
2013-08-02,48,50,47,50,3925500,35
2013-08-01,49,51,49,49,4194100,35
2013-07-31,47,49,47,49,4706300,34
2013-07-30,45,47,45,46,2705700,33
2013-07-29,45,45,44,45,1942700,32
2013-07-26,44,45,43,45,2597900,32
2013-07-25,43,44,42,44,1858700,31
2013-07-24,42,44,42,43,2544900,30
2013-07-23,43,43,42,42,1888600,30
2013-07-22,43,43,42,43,1088000,30
2013-07-19,43,44,43,43,1675800,30
2013-07-18,43,44,43,43,938800,31
2013-07-17,43,44,43,43,1959200,30
2013-07-16,43,43,42,43,3543500,31
2013-07-15,43,43,42,43,1912700,30
2013-07-12,42,43,42,43,1868800,30
2013-07-11,42,43,42,42,2243000,30
2013-07-10,42,42,42,42,1793800,30
2013-07-09,42,43,42,42,1682200,30
2013-07-08,43,43,42,42,2346800,30
2013-07-05,42,43,41,42,1075600,30
2013-07-03,42,42,42,42,626000,30
2013-07-02,42,42,42,42,2722100,30
2013-07-01,42,42,41,42,1806100,30
2013-06-28,41,42,41,42,3492100,29
2013-06-27,40,41,40,40,2010600,29
2013-06-26,40,40,39,40,2673200,28
2013-06-25,40,40,39,40,3197500,28
2013-06-24,40,40,39,39,4180600,28
2013-06-21,41,41,40,40,6103700,29
2013-06-20,40,41,39,40,8606400,29
2013-06-19,38,39,38,38,1740000,27
2013-06-18,38,38,37,38,1691400,27
2013-06-17,39,39,38,38,2497900,27
2013-06-14,38,39,38,39,6065900,27
2013-06-13,36,38,36,37,3296500,26
2013-06-12,38,38,36,36,3717200,26
2013-06-11,36,38,36,37,8900700,26
2013-06-10,36,37,34,34,4376800,24
2013-06-07,35,37,35,36,7103300,26
2013-06-06,34,35,33,34,4123600,24
2013-06-05,35,35,34,34,4261900,24
2013-06-04,34,36,34,35,6630300,25
2013-06-03,33,34,33,34,4823400,24
2013-05-31,32,33,32,33,3398000,23
2013-05-30,31,33,31,33,4065900,23
2013-05-29,31,32,31,31,2223600,22
2013-05-28,32,33,31,31,4923700,22
2013-05-24,35,35,30,32,13867200,22
2013-05-23,35,36,34,36,8393200,25
2013-05-22,36,37,35,36,6499600,25
2013-05-21,39,39,35,36,8536200,25
2013-05-20,39,39,38,38,2747100,27
2013-05-17,38,39,38,39,3802300,28
2013-05-16,38,38,37,38,2418900,26
2013-05-15,38,39,38,38,1914400,27
2013-05-14,38,39,38,38,2437700,27
2013-05-13,38,38,38,38,2775200,27
2013-05-10,37,38,37,38,2332800,27
2013-05-09,37,37,36,37,3499600,26
2013-05-08,37,38,37,37,3146200,26
2013-05-07,37,37,36,37,3042500,26
2013-05-06,36,37,36,37,2062400,26
2013-05-03,36,37,36,37,2710100,26
2013-05-02,34,36,34,36,2140700,25
2013-05-01,34,35,34,34,1861300,24
2013-04-30,34,35,34,34,3191400,24
2013-04-29,34,35,34,34,2266500,24
2013-04-26,34,34,34,34,1809200,24
2013-04-25,34,34,33,34,2987800,24
2013-04-24,33,34,33,34,3060600,24
2013-04-23,32,33,32,33,2956000,23
2013-04-22,32,33,31,32,3159900,22
2013-04-19,32,33,32,32,3009500,23
2013-04-18,32,33,32,32,4692600,23
2013-04-17,31,32,31,32,4664100,23
2013-04-16,31,32,31,32,2806700,22
2013-04-15,32,32,31,31,2841700,22
2013-04-12,31,32,31,32,2861700,22
2013-04-11,30,31,29,31,6260500,22
2013-04-10,29,30,29,29,2900000,21
2013-04-09,30,30,29,29,2437000,21
2013-04-08,30,30,29,30,2898500,21
2013-04-05,29,30,29,29,2804300,21
2013-04-04,30,31,29,29,4498800,21
2013-04-03,30,30,30,30,4505100,21
2013-04-02,29,30,29,30,4087300,21
2013-04-01,28,30,27,29,7021500,21
2013-03-28,25,28,25,27,9843200,19
2013-03-27,26,26,26,26,3033800,18
2013-03-26,25,26,25,26,3546000,18
2013-03-25,25,26,25,25,2166900,17
2013-03-22,25,25,25,25,1203200,18
2013-03-21,25,25,25,25,1893000,17
2013-03-20,25,25,25,25,1829600,17
2013-03-19,25,25,24,25,1294300,17
2013-03-18,25,25,25,25,1454500,18
2013-03-15,25,25,24,25,2605700,17
2013-03-14,25,25,25,25,1624000,17
2013-03-13,25,25,25,25,1412100,18
2013-03-12,25,25,25,25,1615300,18
2013-03-11,24,25,24,25,2088900,17
2013-03-08,24,24,24,24,1440600,17
2013-03-07,24,24,24,24,1256900,17
2013-03-06,24,24,24,24,2174400,17
